Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
LEZREG5W,conferencePaper,2013,"Bonomo, Pierluigi; De Berardinis, Pierluigi",BiPV and Refurbishment of minor historical centers,,,,,https://repository.supsi.ch/4785/,"One of the main challenges for sustainability in the next years will be the retrofit of existing heritage. Even the most ancient settlements, to avoid the definitive neglect, will have to be opened towards a “contemporary” logic of refurbishment including a “right” technological contribution as well as an environmentally aware reflection, aimed to establish a deeper dialog with material, water and energetic-climatic resources. In Italian territories hit by earthquake, this challenge is already today a potential for the life return: BIPV (Building Integrated Photovoltaic), or in general PV integration, is one of the possible ways that needs to be faced without ideological preclusions within an eco-sustainable refurbishment approach. The research path is aimed to research possible criteria, compatible tools and examples for the technological transfer of solar systems in the refurbishment processes of minor historical centres. The photovoltaic ""integration project"" in sensitive areas, differently from ordinary contexts, needs a specific methodological approach linked to the topics of ""controlled transformation"" and ""compatibility of integration"". The typical design complexity in these contexts has so far paid a widespread prohibition with few realized examples, although the research has already showed a possible ""acceptance"" even in areas with high values. The study presented deepens the topic of '""photovoltaic integrability"", as an opportunity for a ""possible"" and ""duty"" innovative refurbishment of the historical minor built. The research specifically identifies, for different scales of intervention, possible integration ways of solar systems in the process of reconstruction in L’Aquila, starting from some methodological criteria previously defined for the architectural language control and for the technological requirements of PV components. The outcome of this research could be the introduction of criteria for PV integration in the reconstruction process. This research, once completed and shared (e.g. through guide-lines, tools, quantitative evaluations…), could be a basic instrument for local authorities and operators, to guide the reconstruction policy of the next years on a path of energetic innovation, at the same time eco-friendly, technologically advanced and in full respect of historical, environmental and landscape values of these places.",2013,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,"Milan, Italy",,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/TSM3XFPX/4785.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAHS XXXIX World Congress on Housing,,,,,,,,,,,,,,,
KM3U96Y6,bookSection,2013,"Frontini, Francesco; Scognamiglio, Alessandra; Polo Lopez, Cristina Silvia; Graditi, Giorgio; Pellegrino, Michele",From BIPV to Multifunctional Building Component,,978-3-936338-33-1,,,http://www.eupvsec-proceedings.com/,"The present need to, dramatically, increase the renewable part of our energy supply is now pushing to maximize the Photovoltaics (PV) use on the building skins, making architectural and building integration a key issue. The European Directive 2010/31/EU establishes that starting from 2020 all new buildings will have to be Nearly Zero Energy Buildings (NZEBs). This will have an impact both in the building’s design by reducing the energy need by the building itself, and in the diffusion of renewable energies on site (near-by), which will produce the remaining part of energy if it is needed. PV will be gaining more and more relevance in the NZEBs design, thanks to its features and potentialities. “BIPV” is for technicians a well-known acronym to indicate PV module used in/on building when PV modules replace part of the traditional building elements of the envelope. Despite the discussion has been treated in several international projects and research programmes, settled up to find a common definition of BIPV and to help the PV manufactures to produce new innovative module suitable for their use in buildings, PV module are still not used on large scale in building and often are not considered at all by architect and designer as a further option in their projects. The paper tries to underline what are the main causes of this causes of this slowdown in the use of PV as building component. Possible solution are also presented especially in order to gives the main stakeholder affordable information of PV module as for a common building component. This paper will start from a review of current definitions used in the field of the use of PV in buildings, and will identify needs for further research. The starting point will be the experience of the authors in several international research project, in the International Energy Agency (SHC Task 41 Solar Energy and Architecture; SHC-ECBCS Task 40-Annex 52 Towards Net Zero Energy Solar Buildings) and, in particular, the participation in the EU 7th FP project “Construct PV”.",30.09.13,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,3757-3761,,,,,,,,,,,EUPVSEC,"Paris, France.",,,,,,repository.supsi.ch,,Conference Name: 28th European Photovoltaic Solar Energy Conference and Exhibition (28th EUPVSEC 2013) Meeting Name: 28th European Photovoltaic Solar Energy Conference and Exhibition (28th EUPVSEC 2013) Num Pages: 5,,/Users/jmccarty/Zotero/storage/NW77W7HE/3065.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBRUKZZT,journalArticle,2013,"Hadi, Mohamed A.; Abdel-Razek, Refaat H.; Chakroun, Walid M.",Economic Assessment Of The Use Of Solar Energy In Kuwait,Global Journal of Business Research,,,,https://ideas.repec.org/a/ibf/gjbres/v7y2013i2p73-82.html,"In Kuwait, the current method of generating electricity using conventional power plants cannot provide beneficiaries with adequate service unless more plants are constructed. In addition to their high cost, these plants cause environmental damage, creating the need to investigate sources of clean energy. This study assesses the technical and economic feasibility of implementing Photovoltaic (PV) solar energy in residential houses in Kuwait. Data and information were collected and the appropriate PV system was selected according to cost and PV specifications. Next, the equivalent annual costs of the PV system with various discount rates were estimated together with the cost per kWh both for new and existing houses. Third, the annual reduction of CO2 emissions resulting from implementing grid-tied PV systems was calculated. Taking into consideration the financial savings from CO2 reduction, the cost per kWh was estimated and compared with the current cost. The purported discount rate adopted by the Kuwaiti governmentâ€™s long term plan is 6.7%. However, a range of discount rates from 0% to 20% was applied and results obtained. The results showed that with a 6.7% discount rate the annual savings on energy costs for a new house and a previously constructed hose were KD 745 and KD 653 respectively. The results also revealed the payback periods for the PV system for these houses are 7 and 7.4 years respectively. We concluded that integrated PV (BIPV) solar energy is economical and technically feasible in Kuwait when the discount rate is equal to, or less than, the break-even point of 10.36%.",2013,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,73-82,,2,7,,,,,,,,,,en,,,,,ideas.repec.org,,Publisher: The Institute for Business and Finance Research,,/Users/jmccarty/Zotero/storage/TS2VF598/v7y2013i2p73-82.html,,,BIPV; and Solar Energy.; Equivalent Annual Cost; Payback Period; Renewable Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3PQPRH8,journalArticle,2013,"Sprenger, W.",Electricity yield simulation of complex BIPV systems,,,,,https://repository.tudelft.nl/islandora/object/uuid%3A3bd97b56-3edb-4071-8d5e-fe901b9d6e23,"Building-integrated photovoltaic systems (BIPV) are able to improve the energy balance of buildings. However, this improvement can be analyzed quantitatively only if the electricity yield generated by the BIPV system is calculated. This PhD thesis presents a simulation program that calculates the electricity yield generated by BIPV systems, including those made of geometrically complex BIPV modules. The simulation is based on a combination of a ray-tracing procedure with the resultant I-V curves of electrically connected PV cells. For the annual electricity yield, multi-core cluster computers are applied to perform the simulation on the basis of 5-minute meteorological data throughout a year. The ray-tracing technique is applied to calculate inhomogeneous irradiation, the consequence of shading or reflections from surrounding objects, and the quantitative relevance of reflections from the ground. The temperatures of the PV cells are calculated by taking the physical principles of heat conduction, heat convection and thermal radiation into account. The cell I-V curves are calculated depending on the temperature and the irradiance. After the virtual interconnection of the PV cells in the simulation, the effect of inverter efficiency and its dependence on the generator voltage are calculated, finally leading to the AC power of the BIPV system. All parts of the simulation are validated by comparison with measurements, and the accuracy of the simulation is quantified with the help of statistical measures. Finally, the simulation program is applied to calculate the electricity yield generated by two BIPV systems.",2013,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,,en,,,,,repository.tudelft.nl,,Publisher: Fraunhofer-Verlag,,/Users/jmccarty/Zotero/storage/DCBAR2GC/uuid3bd97b56-3edb-4071-8d5e-fe901b9d6e23.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESA33VS4,conferencePaper,2014,"Frontini, Francesco; von Ballmoos, Christian; Di Gregorio, Stefano","Renovation of a residential building in Switzerland, with BIPV façades, in order to achieve the nZEB standard",,,,,https://repository.supsi.ch/5584/,"This paper presents the refurbishment of a tall building situated in Chiasso (Switzerland). The building envelope is completely covered by photovoltaic modules. The eight-storey apartment house was built in 1965 and was in poor condition after 45 years, when it was decided that refurbishment would be advisable. The target set by the owner was to renovate the building totally and to achieve the passive house standard. At the beginning of the construction phase the builders raised the goal even higher, and decided that the application of BIPV modules to the entire façades could achieve the Plus energy house standard (netZero Energy building).  In addition to the BIPV façades, a single-axis tracking photovoltaic system was also installed on the pergola roof terrace in October of 2013, as a final option. Solar thermal collectors (vacuum tubes) are also used to reduce the heating demand and to increase the COP of the heat Pump. This paper describes the building before and after renovation, and discusses the critical points in the planning phase and during construction of the 45kWp BIPV ventilated façades. Moreover, in order to assess the mechanical stability of the glass-glass a-Si module assembly on the façades, mechanical stress tests were performed in the SUPSI laboratories. These tests are described in detail in this paper, together with an accurate raytracing analysis (based on RADIANCE tool simulation), executed in order to optimize the BIPV module strings and consequently to increase the annual energy production.",29.10.14,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,"Bressanone, Italy",,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/BVZ4CLAF/5584.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conference on Advanced Building Skins,,,,,,,,,,,,,,,
ZEA2P2NQ,journalArticle,2014,"Li, Siwei; Karava, Panagiota",Modeling And Predictive Control Of High Performance Buildings With Distributed Energy Generation And Thermal Storage,International High Performance Buildings Conference,,,,https://docs.lib.purdue.edu/ihpbc/161,,01.01.14,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,,,,,,,,,,,,/Users/jmccarty/Zotero/storage/KW7FIX3Y/161.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3CKH5A5E,webpage,,,Building Integrated Photovoltaic Systems: specific non-idealities from solar cell to grid,,,,,https://iris.polito.it/handle/11583/2538891,,,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,,,,,,,,,,,/Users/jmccarty/Zotero/storage/CFFH7BHS/2538891.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4VRT3KB5,conferencePaper,2014,"Yap, Wai; Baig, Mirza; Halawa, Edward","Performance Monitoring and Evaluation of a CIGS Roof-Integrated Photovoltaic System under the Unique Tropical Environment of Darwin, Northern Territory",,978-0-646-93569-0,,,https://espace.cdu.edu.au/view/cdu:49512,,2014,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,Australian Photovoltaic Institute,,en,,,,,espace.cdu.edu.au,,,,/Users/jmccarty/Zotero/storage/CHK364WX/cdu49512.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia-Pacific Solar Research Conference 2014,,,,,,,,,,,,,,,
ZHXWBIPH,conferencePaper,2014,"Ritzen, M.J.; Heumen, S.; Vroon, Z.A.E.P.; Rovers, R.; Geurts, C.P.W.; Building Physics and Services","Innovative BIPV rooftops: development, realization, and monitoring of 2 BIPV field tests in the Netherlands",29th European Photovoltaic Solar Energy Conference and Exhibition (EU PVSEC),978-3-936338-34-8,,,https://research.tue.nl/nl/publications/6f4c5973-104c-4249-b9b6-212f7dc1dd6e,"Building Integrated PV (BIPV) is seen as strategy to realize the EU target of Nearly Zero Energy Buildings (NZEB’s), while at the same time creating an aesthetically acceptable built environment. This in contrast with Building Added PV (BAPV) of which the result is often seen as aesthetically unwelcome additions to new and existing building. BIPV might have some negative aspects considering lifespan and PV output besides the aesthetical positive effect. In this research project two field tests are realized to investigate the negative aspects of different BIPV solutions, focusing on the effect of back-string cooling of PV modules on PV electricity output, relative humidity and lifespan. These aspects are seen as possible bottlenecks for large-scale acceptance of BIPV in society and the design, realization and monitoring of these field tests can contribute to an increased implementation of BIPV through improved BIPV solutions.",2014,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,Innovative BIPV rooftops,,,,,,,en,,,,,www.narcis.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD3BK9CA,conferencePaper,2014,"Maturi, L.; Assoa, Ya-Brigitte; Gaillard, Léon; Moser, D.; Kronthaler, L; Guiot, T; Ménézo, Christophe; Boillot, B; Sauzedde, F.",Thermal Response of Building Integrated Photovoltaic Systems: Analysis of Monitoring Data from Installations at Three Sites in Europe,29th European Photovoltaic Solar Energy Conference and Exhibition,,,10.4229/EUPVSEC20142014-6AV.4.28,https://hal.archives-ouvertes.fr/hal-01272785,"Building Integrated Photovoltaic (BIPV) systems comprise any system where photovoltaic (PV) components are incorporated into the building envelope, thereby replacing traditional construction elements of roofs or facades for example, and hence ensuring their functions (water tightness, esthetics, mechanical strength etc.). A significant advantage of BIPV compared to non-integrated systems is the lack of the need to allocate neither land nor additional mounting structures and to favor local use of energy (self-consumption solutions at building or district level). As a drawback, the operating temperature of BIPV systems are usually higher compared to free standing PV systems because of limited cooling (1,2). Maintaining or reducing the operating temperature of PV elements is important during the photovoltaic energy conversion process since it influences the efficiency, the decline in performance over time and the lifetime of the PV system. In this paper, we present and analyze experimental results of the monitoring of ten BIPV systems realized within the “Performance BIPV” project (partners CSTB, CEA, CNRS, Transénergie and Cythelia) and by EURAC in three European locations. The aim of our study is to investigate and compare the operative temperature issue in different BIPV applications. Each BIPV system is instrumented to record component temperatures (at the backside of PV modules), electrical production and environmental conditions. The monitored BIPV systems dataset is compared with two ground mounted PV plants located in Bolzano, which are monitored by EURAC since 2010 (3–5). The variation of PV module temperatures rise above ambient temperature is studied as a function of the global irradiation. Based on measured data, an empirical equivalent thermal resistance between PV modules and ambient temperature is considered for various time scales based on a static model. An overview on empirical equivalent thermal resistance values for each analyzed system is provided, resulting in a range from 0.0297 to 0.0397 for most of the BIPV systems and from 0.0249 to 0.0291 for the not-integrated PV systems. As further studies, collaborative projects will be launched between some partners in order to propose solutions to improve the thermal operating conditions of BIPV systems.",2014-09,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,3720 - 3725,,,,,,Thermal Response of Building Integrated Photovoltaic Systems,Proceedings of the EU PVSEC 2014,,,,,"Amsterdam, Netherlands",,,,,,HAL Archives Ouvertes,,,,/Users/jmccarty/Zotero/storage/KEMHYJV6/hal-01272785.html,,,Performance; Building Integrated Photovoltaic (BIPV); Solar Architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
